user.state.subs,binari.engaged,total.user.time.played.week.journey,periodicity,daytime.listened,total.user.skipped.week.journey,v1.perc.listened,artists.playlists.perc.listened,charts.perc.listened,content.lens.perc.listened,now.series.perc.listened,offline.playlists.perc.listened,online.playlist.perc.listened,playlists.perc.listened,promo.perc.listened,radio.perc.listened,recently.played.perc.listened,search.perc.listened,unknown.perc.listened,total.user.ratio.success.search.play.after30.sec,total.avg.time.background.week.journey,total.avg.time.foreground.week.journey,total.unique.playlists.played.week.journey,total.user.created.week.journey,total.user.trackadded.week.journey,total.user.ratio.skipped.week.journey,total.user.ratio.saved.week.journey,total.user.ratio.added.week.journey,songs.per.playlist.ratio
85,Yes,3435.571,2.84,Day,6,0,48.75,0,25.033,58.15,0,0,55.82,0,0,4.8,56.65,0,66.7,11361.143,269.625,2.571,0,0,27.632,0,0,0
23,No,34762.25,0.174,Early,53.75,0,10.4,0,7.2,11.8,0,0,13.1,0.5,0,0,86.65,0,67.5,224968.5,2551,11.75,0,0,26.708,0.497,0,0
23,No,11137,0.257,Night,34,0,0,0,11.6,0,89,0,4.6,0,1.2,0,0,0,0,105147,4642.5,7.5,0,0,17.481,0,0,0
23,Yes,9229.909,0.86,Day,18.1,0,22,24.633,33.467,10.083,0,0,55.733,50.7,59.4,0,65.025,0,25,14169,1322.083,2.909,0,0,24.887,0,0,0
53,No,24775.2,0.508,Night,35.6,0,1.95,19.667,23.7,13.68,0,0,8.76,2.05,0,0,40.5,0,95,28297,2059.4,18.8,0,0,18.561,0,0,0
53,No,1889,0,Day,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,30271,388,1,0,0,0,0,0,0
23,Yes,7193.5,1.13,Night,30,0,25.575,0,0,26.167,0,80.25,40.7,28.35,21,13.5,0,0,0,24958.9,1595.2,2.3,4,7.667,59.88,0,15.303,5.75
23,Yes,10862.75,0.475,Day,43,0,13.938,2.1,20.457,17.1,0,29.8,51.827,45.708,41.767,0,1.8,0,20,11094.364,1303.182,14.25,1,19,36.963,0,16.332,19
23,No,1337,0.567,Day,10,0,3.4,3.4,0,24.1,0,0,0,37.9,0,13.8,17.2,0,100,140,2326,4,2,33,34.483,20.69,113.793,16.5
23,Yes,3787,1.009,Day,1,0,0,0,22.2,0,0,0,94.45,0,0,0,0,0,0,6421.25,165.25,2.25,0,0,5.634,0,0,0
23,No,14450,0.625,Day,18,0,0,0,0,0,83.333,0,0,0,48,0,6,0,75,14150.75,216,8.75,0,0,19.459,11.351,0,0
53,No,15091.714,0.303,Day,1,0,18.9,0,24.833,28.35,0,0,53.267,4.917,0.7,6.5,10.9,0,83.3,20455.429,5140,7.714,0,0,0.488,0,0,0
23,No,3882.5,6.386,Night,2,0,100,0,0,0,0,0,0,0,0,0,100,0,0,226475,68,1,0,0,12.903,0,0,0
53,Yes,6868.625,0.856,Day,19.714,0,20.775,10,0,19.7,0,3.3,41.9,43.218,38.86,0,0,0,0,9758.571,420.875,4.875,0,0,41.071,0,0,0
53,No,4680,0,Early,0,0,0,0,0,15,0,0,85,0,0,0,0,0,0,5432,190,2,0,0,0,0,0,0
53,Yes,5476.917,0.256,Day,60.455,0,1.05,0,8.9,3.817,78.013,20.61,2.7,2.2,13.9,0,9.457,0,22.1,189936,2743.333,6.667,1.5,20.667,40.191,19.612,13.74,20.667
23,Yes,8813.636,0.714,Day,10.8,0,70.107,0,0,0,0,0,39,25.267,0,0,21.6,0,116.7,11226.182,590,2.182,0,0,21.639,0,0,0
55,No,14178.429,0.461,Day,17.571,0,2.933,11.033,11.033,31.175,0,0,12.375,8.943,32.95,12.8,29.967,0,142.9,14547.714,1882.857,12.286,0,0,16.51,0,0,0
53,Yes,8440.7,1.115,Day,16,0,44.15,0,24.95,71.682,42.2,0,26.214,14,47,15.8,1.8,0,0,11467.889,583.333,8.8,0,0,30.303,0,0,0
53,No,74.5,6.364,Day,9,0,0,0,100,0,100,0,0,0,0,0,0,0,0,39,224.5,2.5,0,0,94.737,21.053,0,0
53,No,675.5,1.54,Late night,6,0,0,23.3,0,24.15,26.7,0,20,40.85,0,0,0,0,0,12965.5,1224,4,0,0,35.294,0,0,0
55,Yes,3787.667,1.391,Day,0,0,0,10.4,10.05,21.4,0,82.727,0,0,0,58.45,100,0,9.5,77121.4,3204.889,1.889,2,4.667,0,2.719,12.689,7
23,No,23300.75,0.313,Day,34.75,0,15.7,0,21.25,27.6,0,0,16.175,0,0,49,42.25,0,40.9,49434.5,1282.75,6.75,0,0,22.9,0,0,0
53,Yes,2394.5,1.45,Day,18,0,5.55,0,0,46.733,27.3,29.967,34.433,25.7,58.6,69.25,15.4,0,0,9234.667,2095.667,3.667,0,0,59.341,0,0,0
53,Yes,7459.6,1.053,Day,25,0,0,0,0,0,0,55.38,48.2,24.2,20.7,0,21.8,0,53.8,8925,1374.571,3.6,0,2.75,40.584,3.247,4.464,0
53,No,1805.5,0.965,Night,31.5,0,37.8,0,2.2,0,0,0,93,4.7,0,0,24.4,0,60,1660,682,5,0,0,71.591,38.636,0,0
53,Yes,6790,3.15,Day,0,0,0,0,100,95.6,0,0,100,4.4,0,0,0,0,0,8293.667,220.75,2,0,0,0,0,0,0
53,Yes,4180.333,0.707,Day,23,0,0,44.625,0,89.4,0,10.7,3.6,67.9,50,0,0,0,0,2660.667,1563.333,2.667,0,0,52.672,0,0,0
53,Yes,9351.917,0.641,Night,3.4,0,9.5,71.469,14.5,16.256,0,0,15.14,31.133,0,0,22.1,0,66.7,14525.333,815.667,4.5,0,0,5.484,0,0,0
53,No,1734,2.086,Night,4.5,0,0,16.7,0,0,0,0,0,0,0,91.65,0,0,0,8210,247.25,1.5,0,0,37.5,0,0,0
23,Yes,16833.875,0.474,Late night,9.333,0,43.6,44.883,70.4,15.1,0,0,5.7,29.6,12.7,17.7,56.167,0,26.2,114612.75,438.75,3.625,2,1,11.487,0,1.231,0.5
53,Yes,4229.5,2.21,Early,11.25,0,0,0,20,75.72,0,11.3,43.9,27.5,0,0,0,0,0,25960,502.571,2.833,2,30,22.204,0,59.211,15
53,Yes,7945.5,1.671,Day,8,0,0,0,89.3,0,0,0,0,0,0,100,0,0,100,8294,182.333,2,0,0,21.622,0,0,0
53,Yes,1969.333,6.948,Day,7.5,0,28.15,0,0,100,0,0,55.25,33.3,0,0,0,0,0,23215.5,659.5,2,0,0,53.571,0,0,0
55,Yes,5470.667,1.171,Day,2,0,44.367,0,0,49.867,0,0,11.95,8.3,0,0,50.6,0,8,5867,639,3.833,0,0,5.854,0,0,0
53,Yes,7651.167,0.742,Day,14,0,0,0,15.25,62.9,0,0,86.073,44.6,0,11,16.95,0,21.4,14632.917,294.917,3.083,0,0,31.579,0,0,0
53,Yes,24738.417,0.239,Day,59.917,0,7.863,20.217,17.871,14.62,0,43.962,6.638,4.025,22.6,21.609,8.96,0,30,43848.583,2014.667,6.583,3,10.5,31.899,0,5.59,14
23,No,6575,0,Early,51,0,0,0,68.3,31.7,0,0,0,0,0,0,0,0,0,2955,746.5,7,2,1,62.195,9.756,1.22,0.5
53,Yes,1251.4,4.601,Night,5,0,0,78.9,0,70.767,67.733,81.3,0,12.2,100,100,0,0,120,1179.2,95.6,2,0,10,32.468,0,64.935,0
117,Yes,3468.375,1.754,Early,3.5,0,58.92,0,1.4,65.575,0,0,55.15,87.5,0,0,35.95,0,31.6,12369.4,4623.125,3.5,0,0,10.448,0,0,0
23,Yes,1257.25,1.833,Day,8.667,0,0,0,10.8,40.4,0,0,75.7,5.9,74.7,0,0,0,140,2770,173.8,4,0,0,50.98,0,0,0
117,Yes,5870.833,1.724,Day,4.8,0,29.2,23.4,100,57.775,0,0,17.76,36.9,0,16.35,0,0,0,6609.571,142.143,3.333,0,0,14.619,0,0,0
117,Yes,13871.6,1,Day,6.4,0,0,58.75,0,94.964,0,0,0,0,0,8.35,21.2,0,0,34527.9,2988.091,2.4,0,0,8.556,0,0,0
23,No,383,0,Day,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1000,75,1,0,0,0,0,0,0
23,No,4224.5,0.446,Early,50,0,0,0,0,53.25,0,0,9.7,0,0,0,83.9,0,100,17799,245.5,4,0,0,76.923,0,0,0
23,No,1299,0,Day,48,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1458,399,2,1,44,92.308,0,84.615,44
23,Yes,5950.545,0.431,Night,0,0,8.1,0,5.8,3.05,95.109,0,3.1,0.4,0,0,34.4,0,0,156424,1498.167,2.364,0,0,0,8.884,0,0
23,No,781,0,Day,56,0,0,0,0,0,0,0,100,0,0,0,0,0,0,429,705,2,0,0,101.818,0,0,0
23,No,552.667,0.786,Day,4.333,0,0,0,0,0,91.8,0,21.4,0,0,3.2,0,0,0,2634.667,395.667,1.667,0,0,17.808,4.11,0,0
23,No,3018.5,0.516,Day,10,0,0,0,0,0,0,0,5.6,8.3,93.05,0,0,0,0,26676,3662,3.5,1,2,48.78,0,9.756,2
85,Yes,1404.667,7.325,Day,0,0,0,0,0,45.1,0,57.443,26.75,77.1,0,0,0,0,0,907,1516.75,1.333,3,4,0,51.724,41.379,2.667
23,Yes,1667,0,Day,0,0,0,0,0,0,0,0,40.4,59.6,0,0,0,0,0,1563,1289,2,0,0,0,0,0,0
23,Yes,2166.714,2.988,Day,0,0,61.333,0,0,50,0,0,70,43.067,0,0,18.5,0,0,4353.857,503.75,2.286,0,0,0,0,0,0
23,No,23215.5,0.229,Night,126.25,0,8.45,0,13.5,12.167,0,0,43.825,7.55,12.3,12.3,39.367,0,111.1,36429,3823.5,14.5,0,0,54.772,0,0,0
23,No,7122,0.429,Day,10,0,0,0,0,10,0,0,34,0,0,0,56,0,33.3,2453,298,4,0,0,20,0,0,0
23,Yes,2127,1.069,Day,0,0,93.3,0,0,0,0,0,6.7,0,0,0,0,0,0,48,2276,3,0,0,0,0,0,0
23,No,2176.333,0.899,Day,41.333,0,68.8,0,0,46.3,0,0,0,0,92.4,0,0,0,0,3139.333,608.333,3.667,0,0,74.699,0,0,0
23,Yes,6288,0.114,Day,128,0,0,0,0,81.3,0,15.5,3.2,0,0,0,0,0,0,116793,3145,1,0,22,82.581,38.71,14.194,0
23,No,965.5,1.474,Day,0,0,0,0,0,60.7,0,0,78.6,0,0,0,0,0,0,2796.5,771.333,5,0,0,0,0,0,0
23,Yes,442,0,Night,0,0,2.75,5.95,7.6,52.7,7.5,1.5,1.3,0,5.967,8.2,35.325,0,0,94945.5,577,2,2,2,0,1060,40,1
23,No,25576.857,0.251,Day,80.667,0,1.5,0,3.4,0.5,90.729,12.25,1.82,2.65,0,0.5,6.8,0,35.7,23009.429,2530,7,0,13,34.642,10.736,5.583,0
23,No,796.667,6.807,Day,1,0,100,0,0,0,100,0,100,0,0,0,0,0,0,1666.5,154,1,0,0,17.647,741.176,0,0
23,Yes,4271.333,3.38,Day,2.5,0,5.6,0,70,0,0,90.444,0,4.8,0,0,100,0,0,3551,146.429,1.667,2,5,10.49,0,20.979,2.5
23,No,2083,0,Day,0,0,4,0,0,0,0,0,0,0,0,0,96,0,0,0,0,5,0,0,0,0,0,0
23,No,2944,0.105,Day,80,0,11,0,0,23.1,0,0,47.3,0,0,18.7,0,0,0,2603,588,8,0,0,87.912,0,0,0
23,No,2134.25,2.324,Night,1,0,0,0,0,100,0,0,0,100,0,0,0,0,0,3632.333,40,1.25,0,0,8.163,0,0,0
23,No,1886,0.447,Day,5,0,0,0,66.7,0,0,0,33.3,0,0,0,0,0,0,1316,784,5,0,0,23.81,0,0,0
23,No,9270,0.64,Day,12.333,0,0,0,100,34.45,16,0,20.25,26.7,0,48,0,0,0,15047.667,685.333,3.667,0,0,22.981,76.398,0,0
117,Yes,450,0,Day,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,653.5,46.5,1,0,0,0,0,0,0
53,No,4724.167,1.224,Late night,76,0,0,0,77.45,38.25,63.333,3.75,18.05,17.1,9.1,12.5,18.067,0,53.6,97721.6,1474,5.667,2,4,98.701,9.091,5.195,2
23,No,12984,0.107,Day,1,0,0,0,4.5,0,0,80.9,0,0,0,0,14.6,0,143.8,3837,6265,12,0,9,1.124,44.944,10.112,0
23,No,50.5,4.536,Early,0,0,0,0,0,0,0,0,0,60,0,100,0,40,0,0,61,1.5,0,0,0,0,0,0
23,Yes,19987.333,0.21,Day,116.167,0,26.333,0,48.931,4.85,0,37.544,22.292,10.42,0,11,6.84,0,150,74050.417,7473.5,6.167,2,23,46.968,0,9.299,11.5
23,No,8853.5,0.329,Day,13,0,15.4,0,25.6,0,0,0,66.65,0.9,0,0,24.8,0,100,22022,1027.5,5,0,0,20.155,0,0,0
23,No,2512.25,0.623,Night,56.5,0,0,0,2,0.7,0,86.825,0,0,0,37.5,12.5,0,0,1527.25,785,7.25,0,0,71.746,0,0,0
23,No,4974.8,1.068,Day,15.25,0,0,0,74.3,61.9,0,0,10.1,67.5,0,0,4.9,0,50,7315.4,561.6,2,0,0,45.387,0,0,0
23,Yes,3354.8,1.243,Day,19.25,0,0,0,0,17.2,0,0,92.286,0,0,0,36.8,0,50,2583.2,391,4.8,0,0,65.034,0,0,0
23,Yes,1865.8,2.137,Night,18,0,63,40,51.9,0,0,0,19.8,57.1,0,0,66.65,0,266.7,2618.167,224.333,2.6,0,0,63.83,0,0,0
23,No,1710,0,Early,14,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1658,261,1,0,0,66.667,0,0,0
23,No,2607.5,2.784,Night,9,0,69.2,0,10.65,0,0,0,5.9,0,0,0,51.8,0,50,4658,417.5,3.5,0,0,60,0,0,0
23,No,1350,0.458,Early,22,0,0,0,0,16.7,0,0,83.3,0,0,0,0,0,0,889,445,4,0,0,91.667,0,0,0
23,No,8476,2.658,Night,16.5,0,0,0,0,100,0,0,100,0,0,0,0,0,0,4352.333,1246.75,2.5,0,0,29.204,0,0,0
23,Yes,3497.5,1.829,Day,3,0,19.5,69.2,16.6,71.643,0,0,20.85,0,0,0,18.975,0,48.1,8323.444,457.111,3.75,0,0,9.639,6.426,0,0
23,Yes,14048.167,0.532,Day,24.9,0,6.4,0,61.025,0,0,92.42,20.7,28.7,0,0.4,57.8,0,2.6,17912.75,3369.5,2.167,2,9.667,28.87,0,11.208,14.5
23,No,2864.4,1.016,Early,12.75,0,0,44.3,63.8,18.4,0,0,17.55,20,42.65,0,0,62.5,0,3840.75,203,3,0,0,55.435,0,0,0
23,No,644,0,Day,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,65,280,5,0,0,0,0,0,0
23,No,5808.4,0.405,Early,25.2,0,0,0,29.633,0,20.7,0,46.933,39.2,0,3.25,32.85,0,10,28898.8,440,6.2,2,1.667,48.092,3.817,3.181,2.5
23,Yes,11330.222,1.035,Day,21,0,35.675,0,43.7,35.056,0,0,32.943,33.7,0,3.85,27.038,0,37.5,12021.667,2976.222,4,2,3,26.287,0,3.755,1.5
53,Yes,15756.333,0.45,Day,41,0,26.667,0,40.109,13.9,0,0,46.74,34.6,4.4,11.98,11.133,0,23.8,29767.167,1291,8.083,1,1.5,35.86,0.875,1.312,3
23,Yes,53538.583,0.196,Night,7.444,0,6.95,0,5.6,9.2,0,90.631,2.25,22.867,0,0.2,11.475,0,33.3,68845.75,1038.667,2.417,0,12,2.53,0,4.078,0
23,No,1079.667,3,Day,3,0,33.3,0,0,0,0,0,83.35,100,0,0,0,0,0,1330.5,337.333,1.333,0,0,34.615,0,0,0
23,No,2531.333,1.82,Early,2.5,0,100,0,0,0,0,0,63.6,100,0,0,36.4,0,60,2121,246.75,1.667,0,0,16.667,0,0,0
23,Yes,15550.333,0.272,Day,8.333,0,17.5,1.6,61.96,81.2,0,11.1,26.233,25.617,0,0,17.75,0,40,125441.2,2754.6,10.667,4.333,68.667,5.155,0.619,42.474,15.846
53,No,6961,0.364,Day,9,0,12.1,1.3,26.8,16.8,0,0,31.6,11.25,20.5,8.3,35.35,0,94.1,43702.5,3089.667,9.333,1,1,13.706,0,1.523,1
23,No,4597.5,0.961,Night,40.333,0,64,0,31.833,27.5,0,0,0,36.3,48.8,0,0,0,33.3,3664.75,2779,3.5,0,2,82.313,0,4.082,0
23,No,11017.429,0.656,Day,17.667,0,0,10.3,2.3,65.386,0,0,39.667,36.867,0,0,0,0,0,20945,262.286,3.286,0,0,27.299,0,0,0
53,No,12536.167,0.618,Day,36.6,0,0,61.2,53.033,0,0,0,46.567,7.4,0,7.1,20.9,0,0,56149.667,261.571,3.333,0,0,41.278,0,0,0
23,No,19245,0.413,Early,38.4,0,14.8,8.34,16.267,0,0,0,28.467,36.775,16.5,9.433,21.925,0,52.9,19902.4,2925.4,11.6,0,0,24.967,0,0,0
23,Yes,4969.5,3.359,Night,12,0,38.35,12.8,27.625,2.7,100,54.88,5.45,6.85,0,0,21.6,0,100,3541.6,1284.8,8.25,1,68.5,20.253,3.376,115.612,137
117,No,24628.889,0.18,Night,88,0,0,85.72,10.15,56.267,0,0,0,0,35.333,7.7,0,0,0,52991,6760.111,4,0,0,40.429,0,0,0
53,Yes,3733.833,0.441,Early,56.25,0,1.3,0,21.975,21.9,68.838,0,8.633,6.033,19.625,15.6,40.35,0,32.5,10775.917,1684.417,5.917,0,0,46.488,17.273,0,0
85,No,1873,0,Day,0,0,0,0,0,0,0,0,0,4.5,95.5,0,0,0,0,52224,0,3,0,0,0,0,0,0
53,Yes,1985,0.888,Day,1.333,0,0,0,0,0,99.445,0,0,3.05,0,0,0,0,0,6402.111,1898.111,1.111,0,0,4.054,0,0,0
23,No,23,0,Night,5,0,0,0,30,0,50,0,0,0,0,0,20,0,0,169,3002,4,0,0,50,340,0,0
23,No,4844.5,1.129,Day,114.333,0,32.85,0,0.5,15.8,0,0,2.7,75.85,54.8,31,11.45,0,10,18262.8,690.25,16,0,0,104.414,0,0,0
23,No,8018,1.524,Day,0,0,21.9,0,44.025,0,0,0,0,68.8,0,0,37.167,0,77.8,14320.5,738.25,4.75,0,0,0,0,0,0
53,No,3595.4,0.859,Day,37.25,0,0,0,10,55.5,63.575,0,6,0,0,0,39.567,0,31.6,10940.75,763.75,5.2,0,0,54.941,20.649,0,0
23,No,206,2.846,Day,4,0,0,0,100,100,0,0,0,0,0,0,0,0,0,474,127.333,1,0,0,72.727,0,0,0
23,No,7325,0.243,Late night,97,0,0,0.6,7.6,0,24.7,45.3,4.7,3.5,0,0,13.5,0,42.9,5841,2058,18,0,24,57.059,14.118,14.118,0
23,No,21840,1.357,Day,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,22594,15445.25,3.667,0,0,0,0,0,0
53,Yes,7440.167,1.005,Day,46.8,0,0,0,17.75,0,81.94,0,25.9,5.733,42.4,21.2,0,0,75,8727.714,700.857,5.333,1,1,65.915,61.033,1.408,1
55,No,895,1.891,Day,2,0,0,0,100,0,0,0,81.833,54.5,0,0,0,0,66.7,31194.25,518.4,2,0,0,16.327,0,0,0
23,No,2075,0.458,Day,0,0,0,0,0,4.2,8.3,0,66.7,16.7,0,0,4.2,0,50,2078,870,9,0,0,0,8.333,0,0
53,Yes,2737,2.495,Day,1,0,0,12.5,22.4,31.3,21.9,0,29.7,88.5,0,1.6,58.35,0,120,5031,356.5,5.75,1,5,3.571,135.714,17.857,5
23,No,2310.8,1.288,Day,10.5,0,16.7,29.1,21.5,26.6,0,0,19,0,3.8,0,81.275,0,18.2,4742.8,348.25,3.6,0,0,38.889,0,0,0
23,No,2830,1.188,Day,4.333,0,25,0,0,0,38.25,96.6,38.5,0,6.3,0,28.6,0,12.5,4701,253.5,4,0,1,14.943,3.448,3.448,0
53,Yes,9633,2.241,Day,3.5,0,0,0,28.05,79.014,0,0,100,0,0,44.3,30.2,0,0,14906.75,557.25,1.5,0,0,7.91,0,0,0
53,Yes,2199.5,8.59,Night,3,0,0,78.6,0,60.425,0,7.1,0,20.1,0,0,16.2,0,25,1421,1329,5,0,0,10,0,0,0
55,No,8631.667,0.367,Day,82.333,0,9.3,0,13.3,0,26.05,30.2,6.9,12.9,39.5,0,29.8,0,50,29852.333,3021,6,4,24.5,66.938,32.52,19.919,6.125
53,Yes,15883,0.283,Day,51,0,95.7,0,0,0,0,0,0,0,0,8.6,0,0,0,3734.667,196,2,0,0,52.577,1.031,0,0
53,Yes,1790.25,0.668,Day,79.455,0,0,0,0,12.7,98.056,0,4.3,7.05,0,0,0,0,0,5098.25,323.417,1.75,0,0,82.622,5.199,0,0
53,Yes,1556,1.878,Day,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1290.5,385.75,1,0,0,0,0,0,0
53,Yes,7265.714,1.374,Day,10.5,0,14.033,27.9,22.913,20.8,31.8,30.725,35.171,13.05,34.567,9.1,19.35,0,25,6219.125,1007.875,5,0,0,25,73.81,0,0
23,Yes,6379.667,0.494,Day,28,0,9.5,0,0,10.633,0,94.844,9.75,0,0,0,2.4,0,12.5,6977.833,984.917,12.833,1,18.5,46.091,0,30.453,148
53,Yes,5221.5,1.743,Day,14.333,0,36.7,0,0,0,0,0,78.433,64.3,0,37.5,39.2,0,0,34158.286,704.571,2.75,1,11,41.849,29.197,32.117,11
53,Yes,1561,3.606,Day,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,4893,276,1,0,0,0,100,0,0
53,No,2462.143,2.25,Day,6.333,0,0,3.2,88.9,0,100,68.3,50.8,30.7,0,100,57.1,0,15,46323.429,581.571,2.286,0,1,41.049,51.852,6.481,0
23,No,4456,0.956,Day,39,0,58.6,0,0,63.633,0,0,38.25,27.367,0,33.3,0,0,0,18631,1386.6,3.8,4.333,45.333,49.872,0,57.971,10.462
53,No,5636,0.449,Day,20,0,61.9,0,0,19.2,80.8,0,11.9,0,0,11.9,0,0,0,75843.5,411,2.5,0,0,27.397,5.479,0,0
53,Yes,5672,0,Early,7,0,0,0,0,88.6,0,11.4,0,0,0,0,0,0,0,1444.5,1318,30,1,79,3.804,0,42.935,79
53,Yes,5231.833,2.372,Day,13,0,19.15,0,0,59.488,0,0,0,0,0,55.114,0,0,0,24584,659.286,1,0,0,44.828,0,0,0
23,No,362,0,Early,7,0,0,0,0,0,100,0,0,0,0,0,0,0,0,46825,323,1,0,3,50,0,21.429,0
55,Yes,2482.778,1.927,Day,2.2,0,61.4,0,17.55,45.86,0,0,17.367,29.02,0,35,42.375,0,50,85662.889,422.889,4,1,1,10,4.545,4.545,1
55,Yes,8261.444,0.638,Early,34.857,0,7.1,1.3,25.6,39.475,0,0,50.88,44.15,18.5,13.35,14.82,0,43.8,26720.222,1051.667,6.889,0,0,32.747,0,0,0
53,No,1788,3.32,Day,0,0,0,0,81.8,0,0,0,0,59.1,0,0,0,0,0,1160,1158,4.5,0,6,0,0,29.268,0
55,Yes,6495.667,0.406,Early,62.333,0,0,0,0,30.5,0,71.562,21.9,14,33.225,29.333,0,0,0,20040.083,791.75,1.333,0,2,71.854,1.153,2.305,0
53,Yes,5733.5,7.488,Early,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,12348,890.5,1,0,0,0,0,0,0
23,No,3473,2.413,Night,6,0,0,0,0,0,0,0,0,64.167,0,0,69.167,0,25,5973.75,1428.2,1.5,1,1,27.586,0,4.598,1
55,Yes,3559.273,0.896,Day,53.875,0,17.05,0,0,19.911,0,0,39.988,73.25,38.2,32.45,50.65,0,14.3,87119.636,1258.818,4.727,2,1,84.903,3.152,1.576,1
53,No,1757,0,Day,3,0,24.4,0,0,0,64.4,0,11.1,0,0,0,0,0,0,36865,635,4,0,0,6.667,35.556,0,0
53,Yes,6238,1.222,Day,22.667,0,0,0,10.4,42.567,0,0,44.683,87.864,0,27.3,0,0,0,13978.2,158.6,1.3,0,0,66.667,0,0,0
53,Yes,2509.625,1.872,Day,8,0,17.6,0,25.9,68.638,0,0,19.48,45.556,0,0,0,0,0,4465.375,971.333,3.125,0,0,28.319,0,0,0
53,No,16674,0.365,Day,31,0,0,0,0,4.1,0,74.65,22.367,12.433,2,21.85,2.9,0,66.7,11358.714,1073.143,9.429,0,6.667,27.503,0.887,5.915,0
23,No,4709,0,Day,43,0,22.2,0,0,4.8,0,0,65.1,7.9,0,0,0,0,0,4952,231.5,5,0,0,68.254,0,0,0
23,No,124,0,Night,5,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,100,0,0,0
23,No,9084.5,0.265,Day,217.667,0,3.675,4.4,5.1,88.4,0,3.26,2.8,0,0,5.9,6.1,0,0,12746.714,4325.833,14.833,1,4.8,74.501,0.342,1.643,12
23,No,743,1.226,Night,16,0,0,0,0,33.3,0,0,83.35,0,0,0,0,0,0,4439,504.333,2,0,0,72.727,0,0,0
23,Yes,4127.143,1.042,Early,6.25,0,85.825,0,42.4,13,0,0,87,14.3,0,0,100,0,66.7,31874.571,534,1.429,0,0,27.344,0,0,0
117,Yes,4142.167,2.138,Day,2,0,25.033,0,12.95,51.675,0,0,36.6,5.5,0,6.4,48.35,0,22.2,3633.714,683.286,3.833,0,0,8,4,0,0
23,No,979.25,1.602,Day,45,0,0,2.3,0,0,0,0,0,53.4,0,0,96.967,0,0,5853,262.333,2.25,0,0,339.623,7.547,0,0
23,No,1759,0,Day,5,0,62.5,0,0,0,0,0,0,0,37.5,0,0,0,0,1321,416,5,0,0,31.25,0,0,0
23,Yes,3319,2.042,Day,44.75,0,59.75,69.4,88.5,14.75,0,0,41.975,13.15,0,0,0,0,0,10353.25,256.25,2.5,0,0,84.834,0,0,0
23,No,11340.143,0.534,Day,10.857,0,0,0,11.6,56.1,0,0,83.917,7.5,0,0,1.6,0,100,6689,662.429,2.429,0,0,16.344,0,0,0
23,Yes,6171.875,1.5,Early,2,0,54.75,0,77,26.1,0,0,4.4,64.8,5.1,5.4,100,0,0,7057.625,298.875,2.25,0,0,5.882,0,0,0
23,Yes,12870.727,0.59,Day,30.286,0,20.733,0,8.533,15.667,5.95,0,84.28,15.4,0,10.4,1.4,0,11.8,22391.727,2339.364,2.818,0,0,29.878,7.235,0,0
23,No,3156,2.508,Day,2.667,0,4.8,0,0,95.2,0,95.68,0,0,0,0,10.8,0,35.7,28870.143,659,2.5,0,2.5,11.594,0,10.87,0
23,Yes,5773.333,0.532,Day,18,0,0,33.3,53.267,18.1,0,0,70.42,0,0,5.8,12.8,0,25,6689,1018.667,3,0,0,41.221,0,0,0
23,No,6599,0.818,Day,46.714,0,0,3.9,56.25,0,0,0,88.48,0,0,0,14.35,0,0,19362.714,594.571,1.857,0,0,65.01,0,0,0
23,No,6793,0.297,Early,9,0,0,0,0,69.8,0,0,4.7,0,25.6,0,0,0,0,5830,157,5,0,0,20.93,0,0,0
23,No,3940,0,Early,23,0,0,0,0,38.9,0,0,61.1,0,0,0,0,0,0,5019.5,324.333,2,0,0,63.889,0,0,0
23,No,7400.333,1.741,Day,56.5,0,0,0,55.7,0,0,0,4.3,7,0,85.8,5.7,0,0,9190.667,7112,2.667,0,0,91.622,0,0,0
23,Yes,3261,1.69,Day,15.5,0,5.3,1.9,24.6,25.117,0,52.057,22.05,28.625,0,28.05,34.975,0,40,3813.625,1590.625,4.625,2.667,8.6,38.994,5.66,21.635,5.375
23,Yes,9821.833,0.294,Day,91.25,0,31.8,45.03,12.225,32.325,0,0,10.44,27.769,0,0,18.788,12.4,113,41658.25,1290.583,9.167,0,0,66.163,0,0,0
23,No,638.857,1.308,Night,11.667,0,1.1,0,0,13.8,62.85,0,6.1,43.2,3.7,0,52.9,0,46.2,223.5,779.444,2.714,0,0,51.042,14.219,0,0
23,Yes,886.111,1.331,Day,28.143,0,0,0,0,0,93.733,0,0,0,0,0,52.133,0,6.1,3136.333,363.1,1.778,0,0,80.154,52.69,0,0
23,Yes,2187.167,2.831,Day,2,0,0,0,24.5,43.85,0,0,56.125,26.5,4.1,77.567,0,0,0,4024.8,1269.4,2,0,0,10.435,5.217,0,0
